Image,label,SDD_FIQA,Match_Score,Adj_MS,Emotion_Similarity,Label,Combined_Score,U3FQ
9950_ElkeSommer_30_f.jpg,0,0.39,0.46,0.35,0.06,0,0.16,0.29
3653_OmarSharif_55_m.jpg,1,0.44,0.63,0.56,0.5,1,0.7,0.4
1534_Bono_28_m.jpg,0,0.41,0.47,0.36,0.09,0,0.2,0.38
6531_KlausKinski_42_m.jpg,1,0.45,0.54,0.44,0.31,1,0.48,0.23
12650_IsabelleHuppert_28_f.jpg,1,0.36,0.52,0.39,0.23,1,0.38,0.32
6075_WilliamShatner_52_m.jpg,0,0.41,0.46,0.4,0.23,0,0.37,0.26
3881_SteveMartin_66_m.jpg,1,0.36,0.56,0.47,0.2,1,0.37,0.35
3699_RingoStarr_42_m.jpg,1,0.49,0.58,0.49,0.54,1,0.71,0.35
3994_BurtReynolds_62_m.jpg,1,0.55,0.56,0.46,0.21,1,0.38,0.33
5694_RoyRogers_30_m.jpg,1,0.37,0.64,0.49,0.6,1,0.77,0.65
2705_KevinBacon_24_m.jpg,1,0.49,0.61,0.46,0.05,1,0.19,0.41
5036_AnthonyAndrews_33_m.jpg,1,0.55,0.52,0.45,0.34,1,0.51,0.49
2778_MickJagger_28_m.jpg,1,0.4,0.52,0.37,0.33,1,0.48,0.35
6701_PeterGraves_51_m.jpg,1,0.59,0.53,0.38,0.28,1,0.43,0.51
9902_RoseMarie_70_f.jpg,1,0.31,0.51,0.49,0.63,1,0.78,0.57
6352_JamesArness_51_m.jpg,0,0.41,0.49,0.42,0.34,0,0.49,0.33
12861_MylКneDemongeot_45_f.jpg,1,0.39,0.55,0.46,0.0,1,0.12,0.4
7818_AndyGriffith_79_m.jpg,1,0.38,0.56,0.56,0.03,1,0.19,0.37
15450_JanetEllis_53_f.jpg,1,0.43,0.53,0.43,0.75,1,0.86,0.77
6307_FernandoRey_45_m.jpg,1,0.44,0.57,0.5,0.38,1,0.57,0.48
10217_JulieAdams_88_f.jpg,1,0.44,0.54,0.56,0.08,1,0.25,0.5
2730_KevinBacon_46_m.jpg,1,0.47,0.64,0.51,0.17,1,0.36,0.26
12588_DonnaReed_52_f.jpg,1,0.63,0.61,0.5,0.59,1,0.76,0.83
1724_TimCurry_26_m.jpg,0,0.46,0.4,0.31,0.08,0,0.16,0.35
3918_TommySands_18_m.jpg,0,0.34,0.5,0.39,0.09,0,0.21,0.28
9551_RicardoMontalbаn_56_m.jpg,1,0.52,0.55,0.49,0.0,1,0.13,0.32
1394_OdysseasElytis_65_m.jpg,1,0.46,0.58,0.45,0.07,1,0.21,0.51
15565_JulieHagerty_46_f.jpg,1,0.5,0.56,0.46,0.65,1,0.79,0.6
1691_EdHarris_32_m.jpg,1,0.49,0.56,0.48,0.26,1,0.44,0.37
12949_CatherineDeneuve_29_f.jpg,1,0.34,0.55,0.42,0.22,1,0.38,0.43
8503_AlejandroRey_54_m.jpg,1,0.62,0.55,0.44,0.22,1,0.38,0.52
135_PaulmcCartney_31_m.jpg,1,0.41,0.65,0.49,0.39,1,0.58,0.43
11703_OliviaHussey_28_f.jpg,0,0.25,0.33,0.25,0.04,0,0.09,0.38
5438_KennethBranagh_44_m.jpg,0,0.48,0.44,0.35,0.32,0,0.45,0.36
14067_JudyHolliday_24_f.jpg,0,0.43,0.39,0.28,0.1,0,0.18,0.3
5850_HerbertLom_41_m.jpg,0,0.27,0.5,0.46,0.11,0,0.26,0.54
9874_LauraDern_18_f.jpg,0,0.35,0.35,0.26,0.27,0,0.36,0.28
4812_PierceBrosnan_55_m.jpg,1,0.37,0.61,0.51,0.19,1,0.37,0.38
8307_RichardCrenna_26_m.jpg,1,0.38,0.55,0.43,0.38,1,0.54,0.53
5902_HowardKeel_58_m.jpg,0,0.52,0.48,0.43,0.24,0,0.39,0.35
6938_BorisKarloff_56_m.jpg,0,0.35,0.48,0.41,0.24,0,0.39,0.3
15111_CatherineSchell_26_f.jpg,1,0.43,0.55,0.42,0.66,1,0.79,0.72
10091_JaneBirkin_48_f.jpg,1,0.43,0.52,0.42,0.0,1,0.11,0.41
4570_Fernandel_52_m.jpg,1,0.32,0.59,0.49,0.03,1,0.17,0.3
14828_SimoneSignoret_30_f.jpg,0,0.46,0.5,0.37,0.03,0,0.13,0.41
12575_DonnaReed_27_f.jpg,1,0.61,0.67,0.51,0.3,1,0.5,0.48
5048_AnthonyAndrews_57_m.jpg,1,0.62,0.68,0.51,0.34,1,0.54,0.43
13468_GingerRogers_46_f.jpg,1,0.51,0.57,0.43,0.27,1,0.44,0.38
14702_ElizabethTaylor_21_f.jpg,1,0.38,0.59,0.38,0.33,1,0.49,0.41
15922_VeronicaLake_21_f.jpg,1,0.55,0.56,0.43,0.27,1,0.43,0.46
7082_FessParker_77_m.jpg,0,0.48,0.42,0.41,0.21,0,0.35,0.65
14556_BeverlyRoberts_18_f.jpg,1,0.37,0.56,0.42,0.53,1,0.68,0.8
4100_DickVanDyke_46_m.jpg,1,0.42,0.51,0.45,0.06,1,0.19,0.29
8910_ErnestBorgnine_38_m.jpg,1,0.45,0.57,0.55,0.5,1,0.69,0.37
2431_ChevyChase_40_m.jpg,1,0.36,0.68,0.57,0.3,1,0.52,0.24
7598_SylvesterStallone_49_m.jpg,0,0.52,0.49,0.4,0.5,0,0.64,0.37
998_CarlSagan_25_m.jpg,1,0.46,0.58,0.33,0.42,1,0.56,0.68
3865_SteveMartin_35_m.jpg,1,0.44,0.63,0.56,0.55,1,0.74,0.36
12627_HedyLamarr_40_f.jpg,1,0.43,0.55,0.44,0.32,1,0.49,0.64
7445_MickeyRooney_94_m.jpg,0,0.3,0.35,0.37,0.11,0,0.21,0.4
12878_RuthGordon_26_f.jpg,0,0.29,0.37,0.29,0.28,0,0.38,0.27
15446_JanetEllis_49_f.jpg,1,0.54,0.59,0.48,0.75,1,0.88,0.8
14483_PeggyAshcroft_81_f.jpg,0,0.29,0.48,0.47,0.15,0,0.3,0.36
2054_JonVoight_36_m.jpg,1,0.41,0.53,0.48,0.3,1,0.48,0.55
11820_AnjelicaHuston_44_f.jpg,1,0.43,0.58,0.48,0.3,1,0.48,0.29
13326_AvaGardner_29_f.jpg,0,0.23,0.49,0.36,0.52,0,0.65,0.37
229_ElvisPresley_42_m.jpg,1,0.42,0.54,0.42,0.14,1,0.29,0.3
10932_Arletty_80_f.jpg,0,0.44,0.39,0.4,0.06,0,0.16,0.27
15899_VeraEllen_23_f.jpg,1,0.46,0.56,0.43,0.32,1,0.49,0.68
12238_IsabelleAdjani_39_f.jpg,0,0.35,0.36,0.3,0.09,0,0.17,0.36
14363_LorettaYoung_25_f.jpg,0,0.39,0.44,0.33,0.12,0,0.22,0.32
13250_ShirleyMacLaine_30_f.jpg,1,0.36,0.56,0.43,0.3,1,0.47,0.29
6219_DickieMoore_78_m.jpg,0,0.38,0.49,0.42,0.03,0,0.14,0.23
5683_RobertDeNiro_54_m.jpg,0,0.3,0.39,0.32,0.31,0,0.42,0.35
2298_SamNeill_38_m.jpg,1,0.49,0.6,0.52,0.15,1,0.33,0.55
14324_JoanFontaine_26_f.jpg,1,0.48,0.61,0.38,0.42,1,0.58,0.62
9497_MaximilianShell_81_m.jpg,0,0.39,0.45,0.45,0.53,0,0.67,0.41
11385_ZsaZsaGabor_72_f.jpg,1,0.45,0.63,0.6,0.49,1,0.7,0.35
10949_DaliahLavi_34_f.jpg,0,0.5,0.49,0.41,0.41,0,0.56,0.46
1155_FrederickSanger_32_m.jpg,0,0.37,0.47,0.42,0.6,0,0.73,0.27
2573_GeneWilder_27_m.jpg,1,0.36,0.54,0.42,0.27,1,0.43,0.3
12750_JenniferAniston_36_f.jpg,1,0.37,0.52,0.4,0.43,1,0.58,0.58
2721_KevinBacon_37_m.jpg,1,0.47,0.55,0.43,0.14,1,0.29,0.39
6902_YvesMontand_61_m.jpg,1,0.57,0.6,0.51,0.39,1,0.58,0.58
15564_JulieHagerty_45_f.jpg,1,0.45,0.57,0.46,0.12,1,0.28,0.3
10423_BarbaraBain_60_f.jpg,0,0.36,0.36,0.32,0.32,0,0.43,0.71
3147_DannyDeVito_50_m.jpg,1,0.32,0.59,0.5,0.35,1,0.54,0.37
10002_GoldieHawn_24_f.jpg,0,0.38,0.5,0.38,0.36,0,0.51,0.33
9907_RoseMarie_82_f.jpg,1,0.48,0.55,0.52,0.63,1,0.79,0.48
2549_GaryOldman_35_m.jpg,1,0.48,0.55,0.44,0.29,1,0.46,0.35
9758_TomJones_28_f.jpg,0,0.43,0.42,0.27,0.27,0,0.37,0.52
12471_AnnaMassey_43_f.jpg,1,0.36,0.59,0.52,0.08,1,0.25,0.45
2518_DonJohnson_45_m.jpg,1,0.58,0.64,0.53,0.63,1,0.8,0.64
3400_JohnLithgow_62_m.jpg,1,0.51,0.61,0.52,0.44,1,0.63,0.27
8576_CliffRobertson_62_m.jpg,1,0.46,0.61,0.46,0.54,1,0.71,0.39
3710_RingoStarr_66_m.jpg,1,0.39,0.55,0.49,0.09,1,0.24,0.35
11257_ShirleyJones_44_f.jpg,0,0.4,0.34,0.3,0.06,0,0.13,0.3
2524_DonJohnson_51_m.jpg,1,0.58,0.68,0.55,0.63,1,0.81,0.52
2013_JamesCaan_63_m.jpg,0,0.37,0.45,0.39,0.24,0,0.38,0.38
6636_MelFerrer_55_m.jpg,1,0.44,0.55,0.5,0.29,1,0.47,0.52
4547_ElliottGould_34_m.jpg,0,0.37,0.47,0.38,0.0,0,0.09,0.44
6047_RafVallone_60_m.jpg,1,0.48,0.58,0.52,0.37,1,0.56,0.41
4328_MichaelPalin_54_m.jpg,0,0.33,0.49,0.41,0.0,0,0.1,0.37
11650_MaureenOHara_20_f.jpg,0,0.39,0.4,0.21,0.28,0,0.36,0.25
1904_EdwardFox_30_m.jpg,0,0.31,0.46,0.36,0.17,0,0.29,0.24
6979_CharlesBoyer_67_m.jpg,0,0.37,0.47,0.42,0.21,0,0.36,0.34
11812_AnjelicaHuston_27_f.jpg,0,0.33,0.33,0.26,0.3,0,0.39,0.28
7227_JosephCotten_74_m.jpg,1,0.54,0.59,0.49,0.38,1,0.56,0.32
732_RonaldReagan_36_m.jpg,1,0.43,0.51,0.41,0.05,1,0.17,0.3
14127_SusannahYork_46_f.jpg,1,0.43,0.63,0.52,0.5,1,0.69,0.64
10160_JoanCusack_49_f.jpg,1,0.55,0.55,0.45,0.18,1,0.34,0.41
9369_GregoryPeck_58_m.jpg,1,0.4,0.52,0.37,0.14,1,0.27,0.32
5880_HerbertLom_91_m.jpg,0,0.44,0.44,0.46,0.07,0,0.2,0.48
13750_PatriciaNeal_52_f.jpg,0,0.49,0.41,0.3,0.65,0,0.73,0.56
8987_GeorgeCScott_32_m.jpg,0,0.54,0.49,0.41,0.38,0,0.53,0.31
12319_MelindaDillion_54_f.jpg,0,0.41,0.43,0.37,0.2,0,0.33,0.35
7060_DavidNiven_66_m.jpg,0,0.41,0.48,0.41,0.5,0,0.64,0.31
9915_AliMacGraw_28_f.jpg,0,0.37,0.49,0.38,0.06,0,0.17,0.33
10746_MerylStreep_57_f.jpg,0,0.59,0.31,0.27,0.04,0,0.09,0.37
6751_RockHudson_31_m.jpg,1,0.32,0.6,0.48,0.36,1,0.54,0.37
11089_JodieFoster_18_f.jpg,1,0.31,0.55,0.42,0.5,1,0.65,0.31
12398_UrsulaAndress_33_f.jpg,1,0.4,0.58,0.41,0.41,1,0.57,0.49
8353_SimonMacCorkindale_30_m.jpg,1,0.35,0.62,0.47,0.23,1,0.41,0.43
1499_GabrielGarciaMarquez_80_m.jpg,0,0.5,0.48,0.33,0.19,0,0.31,0.37
5220_DavidMcCallum_26_m.jpg,1,0.49,0.53,0.42,0.34,1,0.5,0.48
8278_RichardChamberlain_38_m.jpg,0,0.34,0.5,0.44,0.28,0,0.44,0.42
6707_PeterGraves_83_m.jpg,0,0.37,0.47,0.48,0.17,0,0.33,0.38
8264_ReginaldOwen_78_m.jpg,0,0.47,0.5,0.49,0.11,0,0.26,0.44
11739_SusanSarandon_46_f.jpg,1,0.36,0.62,0.52,0.43,1,0.62,0.39
10620_LindaEvans_43_f.jpg,1,0.46,0.52,0.43,0.48,1,0.63,0.38
15152_ConnieBooth_35_f.jpg,1,0.36,0.58,0.49,0.33,1,0.51,0.25
8399_SpencerTracy_60_m.jpg,1,0.45,0.63,0.51,0.23,1,0.42,0.64
13409_DanielleDarrieux_21_f.jpg,0,0.35,0.5,0.41,0.41,0,0.56,0.58
279_PabloPicasso_73_m.jpg,1,0.48,0.62,0.45,0.15,1,0.31,0.36
10858_SusanGeorge_21_f.jpg,1,0.47,0.6,0.46,0.41,1,0.59,0.34
13823_VanessaRedgrave_60_f.jpg,0,0.37,0.5,0.43,0.38,0,0.54,0.34
616_Gorbachev_57_m.jpg,0,0.39,0.46,0.34,0.2,0,0.32,0.33
7337_LouisJourdan_26_m.jpg,0,0.17,0.43,0.33,0.09,0,0.19,0.45
3519_MartinSheen_31_m.jpg,0,0.32,0.39,0.36,0.13,0,0.24,0.36
9181_PeterSellers_54_m.jpg,1,0.34,0.51,0.42,0.18,1,0.33,0.41
5088_AnthonyHopkins_70_m.jpg,1,0.4,0.57,0.44,0.36,1,0.53,0.35
687_GeorgeHWBush_83_m.jpg,1,0.54,0.61,0.3,0.0,1,0.09,0.27
10836_RaquelWelch_38_f.jpg,1,0.44,0.59,0.5,0.56,1,0.73,0.62
9849_JudyDavis_28_f.jpg,1,0.48,0.53,0.31,0.04,1,0.13,0.77
10515_FayeDunaway_42_f.jpg,1,0.44,0.54,0.46,0.64,1,0.78,0.58
8240_ReginaldOwen_43_m.jpg,0,0.4,0.39,0.37,0.33,0,0.46,0.32
3713_RingoStarr_70_m.jpg,1,0.47,0.55,0.49,0.09,1,0.24,0.47
2747_LiamNeeson_34_m.jpg,1,0.44,0.57,0.48,0.21,1,0.38,0.41
13927_BettyGrable_31_f.jpg,1,0.42,0.63,0.49,0.6,1,0.77,0.65
14364_LorettaYoung_26_f.jpg,1,0.45,0.58,0.44,0.34,1,0.51,0.6
9783_TomJones_69_f.jpg,1,0.53,0.56,0.49,0.35,1,0.53,0.46
6353_JamesArness_52_m.jpg,0,0.58,0.48,0.41,0.34,0,0.49,0.35
12466_AnnaMassey_13_f.jpg,0,0.35,0.43,0.34,0.27,0,0.39,0.35
10681_LuiseRainer_28_f.jpg,1,0.41,0.53,0.38,0.2,1,0.34,0.33
12950_CatherineDeneuve_31_f.jpg,1,0.37,0.57,0.49,0.32,1,0.5,0.37
5991_JohnHuston_35_m.jpg,0,0.38,0.39,0.37,0.38,0,0.51,0.34
3869_SteveMartin_33_m.jpg,1,0.48,0.61,0.53,0.55,1,0.73,0.55
5475_MartinScorsese_27_m.jpg,0,0.33,0.5,0.23,0.39,0,0.49,0.35
6385_JamesCagney_51_m.jpg,1,0.4,0.57,0.48,0.3,1,0.48,0.43
14229_IngridBergman_27_f.jpg,0,0.31,0.37,0.27,0.05,0,0.11,0.4
5144_BobHope_75_m.jpg,1,0.4,0.58,0.31,0.14,1,0.26,0.37
11630_MaureenOHara_32_f.jpg,1,0.49,0.6,0.51,0.28,1,0.47,0.29
9864_KimNovak_30_f.jpg,0,0.56,0.49,0.35,0.33,0,0.47,0.4
6744_RockHudson_20_m.jpg,0,0.34,0.25,0.19,0.22,0,0.27,0.53
12357_MyrnaLoy_42_f.jpg,1,0.36,0.65,0.49,0.55,1,0.73,0.61
1946_JamesBest_33_m.jpg,0,0.36,0.41,0.37,0.6,0,0.71,0.44
14327_KristinScottThomas_25_f.jpg,0,0.31,0.31,0.23,0.56,0,0.62,0.31
12360_MyrnaLoy_45_f.jpg,1,0.31,0.59,0.44,0.27,1,0.44,0.67
15248_DyanCannon_22_f.jpg,1,0.48,0.51,0.4,0.78,1,0.87,0.78
15959_MartinLutherKing_19_m.jpg,0,0.36,0.49,0.33,0.38,0,0.51,0.45
7871_ChristopherPlummer_56_m.jpg,1,0.39,0.53,0.48,0.04,1,0.18,0.23
12380_UrsulaAndress_28_f.jpg,1,0.32,0.54,0.41,0.38,1,0.54,0.34
7805_AndyGriffith_54_m.jpg,1,0.42,0.61,0.54,0.36,1,0.56,0.47
12397_UrsulaAndress_34_f.jpg,1,0.45,0.55,0.39,0.38,1,0.53,0.4
12356_MyrnaLoy_41_f.jpg,1,0.36,0.65,0.49,0.55,1,0.73,0.36
9645_BoDerek_24_f.jpg,1,0.43,0.59,0.45,0.5,1,0.67,0.59
2824_RonPerlman_45_m.jpg,1,0.31,0.69,0.59,0.0,1,0.17,0.38
15721_MargaretNolan_67_f.jpg,0,0.34,0.41,0.35,0.4,0,0.52,0.26
8811_AnthonyPerkins_55_m.jpg,1,0.48,0.51,0.42,0.11,1,0.25,0.41
12006_CybillShepherd_48_f.jpg,1,0.51,0.61,0.5,0.36,1,0.55,0.7
11844_BarbaraBouchet_22_f.jpg,1,0.44,0.52,0.4,0.28,1,0.43,0.35
6747_RockHudson_29_m.jpg,1,0.32,0.6,0.46,0.36,1,0.54,0.36
2299_SamNeill_39_m.jpg,1,0.58,0.57,0.49,0.18,1,0.35,0.64
6379_JamesCagney_39_m.jpg,0,0.42,0.43,0.36,0.04,0,0.13,0.4
4956_StevenBerkoff_73_m.jpg,1,0.67,0.63,0.58,0.37,1,0.58,0.4
200_JhonLenon_22_m.jpg,0,0.4,0.49,0.35,0.45,0,0.58,0.28
5696_RoyRogers_33_m.jpg,1,0.46,0.66,0.58,0.6,1,0.79,0.71
11862_BarbaraBouchet_44_f.jpg,0,0.39,0.39,0.33,0.15,0,0.25,0.4
5185_CharlesGrodin_42_m.jpg,1,0.43,0.52,0.47,0.21,1,0.38,0.38
10040_HelenHunt_27_f.jpg,1,0.49,0.6,0.45,0.73,1,0.86,0.57
14002_GloriaSwanson_23_f.jpg,0,0.33,0.48,0.26,0.0,0,0.06,0.32
9904_RoseMarie_78_f.jpg,1,0.52,0.54,0.51,0.63,1,0.79,0.46
12361_MyrnaLoy_53_f.jpg,1,0.44,0.62,0.47,0.55,1,0.72,0.36
11147_JuneLockhart_88_f.jpg,1,0.51,0.56,0.55,0.72,1,0.87,0.74
5848_HerbertLom_38_m.jpg,0,0.39,0.44,0.4,0.48,0,0.62,0.32
14774_ShelleyWinters_55_f.jpg,1,0.5,0.59,0.44,0.55,1,0.71,0.38
15636_KatharineRoss_34_f.jpg,0,0.45,0.42,0.36,0.0,0,0.08,0.27
10691_LuiseRainer_100_f.jpg,0,0.38,0.47,0.49,0.36,0,0.53,0.52
11301_SophiaLoren_29_f.jpg,1,0.44,0.54,0.31,0.15,1,0.27,0.28
6355_JamesArness_54_m.jpg,1,0.54,0.51,0.44,0.34,1,0.5,0.47
4020_CharlieSheen_21_m.jpg,0,0.69,0.5,0.38,0.17,0,0.3,0.47
10314_TerryMoore_32_f.jpg,0,0.42,0.43,0.36,0.68,0,0.77,0.57
12937_BarbraStreisand_22_f.jpg,0,0.54,0.49,0.26,0.45,0,0.55,0.5
7302_LeifErickson_66_m.jpg,1,0.32,0.58,0.51,0.23,1,0.42,0.36
6076_WilliamShatner_55_m.jpg,1,0.42,0.54,0.48,0.23,1,0.4,0.23
6211_DickieMoore_19_m.jpg,0,0.32,0.44,0.27,0.06,0,0.13,0.3
7881_FredAstaire_41_m.jpg,1,0.48,0.58,0.47,0.0,1,0.13,0.36
1084_NielsBohr_58_m.jpg,1,0.39,0.66,0.47,0.55,1,0.72,0.37
11504_JulieChristie_24_f.jpg,1,0.34,0.52,0.41,0.54,1,0.68,0.45
6623_MelFerrer_40_m.jpg,1,0.63,0.58,0.51,0.54,1,0.72,0.44
10884_TippiHedren_52_f.jpg,1,0.48,0.52,0.47,0.31,1,0.48,0.33
2930_ScottGlenn_49_m.jpg,1,0.39,0.51,0.44,0.4,1,0.56,0.3
11233_PiaLindstrom_59_f.jpg,1,0.32,0.51,0.44,0.08,1,0.21,0.53
9812_JaneAsher_51_f.jpg,1,0.47,0.52,0.43,0.33,1,0.49,0.56
1549_Bono_46_m.jpg,0,0.48,0.49,0.39,0.09,0,0.21,0.35
11266_ShirleyJones_69_f.jpg,1,0.55,0.61,0.55,0.88,1,1.0,0.92
4041_CharlieSheen_45_m.jpg,1,0.52,0.56,0.44,0.29,1,0.46,0.43
15490_JeanetteMacDonald_52_f.jpg,1,0.42,0.54,0.42,0.6,1,0.74,0.74
15262_DyanCannon_42_f.jpg,1,0.58,0.56,0.47,0.78,1,0.9,0.37
9577_MarcelloMastroianni_35_m.jpg,1,0.38,0.56,0.48,0.38,1,0.56,0.3
11974_AngelaLansbury_64_f.jpg,1,0.43,0.57,0.51,0.12,1,0.29,0.35
5180_BobHope_90_m.jpg,0,0.39,0.5,0.52,0.03,0,0.17,0.28
5795_BenGazzara_75_m.jpg,1,0.58,0.65,0.6,0.44,1,0.66,0.48
2632_JamesWoods_66_m.jpg,1,0.23,0.58,0.53,0.2,1,0.39,0.31
10673_LuiseRainer_23_f.jpg,1,0.49,0.52,0.37,0.36,1,0.5,0.48
3614_MikeConnors_54_m.jpg,0,0.37,0.25,0.23,0.16,0,0.21,0.29
15126_CatherineSchell_39_f.jpg,1,0.48,0.58,0.48,0.66,1,0.81,0.39
10894_TippiHedren_67_f.jpg,0,0.26,0.46,0.4,0.31,0,0.46,0.4
5226_DavidMcCallum_35_m.jpg,1,0.42,0.59,0.53,0.24,1,0.43,0.32
16442_Tyson_39_f.jpg,1,0.39,0.59,0.52,0.47,1,0.66,0.41
2182_NickNolte_32_m.jpg,0,0.4,0.49,0.44,0.15,0,0.3,0.41
14800_SilvanaMangano_32_f.jpg,1,0.59,0.61,0.47,0.55,1,0.72,0.63
12054_DebbieReynolds_39_f.jpg,0,0.31,0.49,0.32,0.1,0,0.2,0.4
5752_TommyLeeJones_57_m.jpg,0,0.31,0.44,0.37,0.26,0,0.39,0.37
12479_AnnaMassey_68_f.jpg,1,0.39,0.57,0.5,0.15,1,0.32,0.64
5031_AnthonyAndrews_25_m.jpg,1,0.27,0.56,0.43,0.34,1,0.51,0.49
14678_ClaudetteColbert_58_f.jpg,1,0.38,0.62,0.46,0.13,1,0.29,0.36
6063_WilliamShatner_32_m.jpg,1,0.38,0.54,0.48,0.23,1,0.4,0.42
6487_JohnnyCash_42_m.jpg,1,0.45,0.55,0.45,0.55,1,0.7,0.45
14329_KristinScottThomas_27_f.jpg,0,0.3,0.48,0.36,0.56,0,0.68,0.37
14387_MaryPickford_5_f.jpg,0,0.34,0.39,0.31,0.3,0,0.41,0.32
12406_UrsulaAndress_58_f.jpg,0,0.34,0.39,0.31,0.38,0,0.49,0.31
10025_GoldieHawn_64_f.jpg,1,0.52,0.58,0.51,0.36,1,0.55,0.65
10302_MarietteHartley_67_f.jpg,1,0.51,0.6,0.55,0.56,1,0.74,0.64
15593_KateOMara_36_f.jpg,0,0.44,0.26,0.22,0.04,0,0.07,0.34
9125_MarlonBrando_49_m.jpg,1,0.67,0.54,0.37,0.5,1,0.64,0.33
2486_ClaudeRich_72_m.jpg,1,0.4,0.53,0.49,0.23,1,0.4,0.47
321_MichaelBloomberg_71_m.jpg,1,0.43,0.64,0.53,0.13,1,0.31,0.33
3245_GeneHackman_71_m.jpg,1,0.56,0.66,0.48,0.27,1,0.46,0.31
7185_JohnWayne_45_m.jpg,0,0.32,0.5,0.39,0.38,0,0.53,0.37
966_Gaddafi_48_m.jpg,1,0.37,0.53,0.38,0.17,1,0.31,0.53
9594_MarcelloMastroianni_54_m.jpg,1,0.57,0.62,0.53,0.13,1,0.31,0.5
3624_MikeConnors_75_m.jpg,1,0.56,0.61,0.57,0.47,1,0.67,0.81
5674_RayDanton_49_m.jpg,0,0.42,0.45,0.37,0.05,0,0.15,0.36
9976_ElkeSommer_69_f.jpg,1,0.5,0.56,0.51,0.56,1,0.73,0.59
16229_RichardPryor_45_m.jpg,1,0.53,0.61,0.45,0.1,1,0.25,0.32
3891_TomasMilian_31_m.jpg,0,0.53,0.36,0.31,0.22,0,0.32,0.34
1936_EdwardFox_72_m.jpg,1,0.5,0.52,0.5,0.1,1,0.26,0.31
12887_RuthGordon_43_f.jpg,0,0.42,0.49,0.45,0.28,0,0.44,0.59
4817_PierceBrosnan_59_m.jpg,1,0.51,0.56,0.48,0.19,1,0.36,0.51
1031_ClerkMaxwell_40_m.jpg,1,0.38,0.63,0.47,0.71,1,0.85,0.32
3648_OmarSharif_41_m.jpg,1,0.44,0.58,0.5,0.5,1,0.68,0.53
8189_PeterUstinov_52_m.jpg,1,0.57,0.6,0.46,0.1,1,0.26,0.35
2363_AlainDelon_75_m.jpg,0,0.42,0.46,0.2,0.0,0,0.04,0.28
13619_JessicaTandy_73_f.jpg,1,0.53,0.61,0.5,0.54,1,0.72,0.51
16341_Dee_28_f.jpg,0,0.22,0.49,0.24,0.33,0,0.43,0.5
16221_RichardPryor_43_m.jpg,1,0.35,0.57,0.42,0.45,1,0.61,0.32
1963_JamesBest_71_m.jpg,0,0.5,0.5,0.47,0.09,0,0.23,0.57
6559_LeeJCobb_61_m.jpg,1,0.38,0.56,0.42,0.4,1,0.56,0.31
14266_JanetGaynor_47_f.jpg,0,0.35,0.42,0.31,0.65,0,0.73,0.23
9347_GeorgesMarchal_51_m.jpg,1,0.49,0.55,0.47,0.32,1,0.5,0.37
8128_LeslieNielsen_36_m.jpg,1,0.43,0.55,0.32,0.17,1,0.29,0.43
7203_JohnWayne_71_m.jpg,1,0.5,0.56,0.46,0.21,1,0.38,0.47
15345_ErinGray_36_f.jpg,1,0.46,0.69,0.58,0.69,1,0.87,0.76
9794_JaneAsher_12_f.jpg,0,0.33,0.46,0.36,0.12,0,0.24,0.37
12246_IsabelleAdjani_56_f.jpg,0,0.37,0.42,0.35,0.42,0,0.54,0.31
15895_StВphaneAudran_76_f.jpg,0,0.33,0.34,0.33,0.0,0,0.06,0.41
46_Pele_35_m.jpg,0,0.46,0.48,0.34,0.16,0,0.28,0.34
6016_JohnHuston_73_m.jpg,1,0.53,0.51,0.47,0.38,1,0.55,0.63
13092_GretaGarbo_28_f.jpg,1,0.4,0.51,0.39,0.12,1,0.25,0.29
9154_PeterSellers_25_m.jpg,1,0.42,0.57,0.43,0.36,1,0.53,0.47
9643_BoDerek_21_f.jpg,0,0.31,0.44,0.34,0.33,0,0.46,0.33
7320_LinoVentura_51_m.jpg,1,0.49,0.62,0.52,0.37,1,0.57,0.37
15347_ErinGray_38_f.jpg,1,0.42,0.68,0.57,0.69,1,0.87,0.4
5923_JackLarson_22_m.jpg,0,0.46,0.45,0.37,0.12,0,0.24,0.29
11188_MonicaVitti_33_f.jpg,1,0.38,0.54,0.44,0.43,1,0.59,0.27
6685_PeterGraves_48_m.jpg,1,0.38,0.57,0.49,0.17,1,0.34,0.38
5380_JohnMalkovich_44_m.jpg,1,0.37,0.56,0.46,0.42,1,0.59,0.33
4202_HarveyKeitel_63_m.jpg,1,0.68,0.61,0.53,0.13,1,0.31,0.36
2197_NickNolte_48_m.jpg,1,0.43,0.56,0.49,0.1,1,0.26,0.35
8065_JohnForsythe_34_m.jpg,1,0.24,0.56,0.52,0.11,1,0.28,0.43
7099_GladysCooper_16_m.jpg,1,0.39,0.54,0.35,0.47,1,0.61,0.32
706_ElVenizelos_70_m.jpg,1,0.44,0.61,0.42,0.07,1,0.21,0.38
12185_GlendaJackson_36_f.jpg,0,0.46,0.43,0.27,0.19,0,0.29,0.78
6928_BorisKarloff_79_m.jpg,0,0.43,0.5,0.36,0.11,0,0.23,0.39
4321_MichaelPalin_46_m.jpg,1,0.42,0.53,0.44,0.0,1,0.11,0.54
15456_JanetEllis_59_f.jpg,0,0.39,0.45,0.38,0.06,0,0.17,0.32
9700_MegRyan_77_f.jpg,0,0.39,0.44,0.45,0.33,0,0.49,0.71
